x_m,y_m,x_earth_moon_units,y_earth_moon_units,A_total,g_finite_diff_x_m_s2,g_finite_diff_y_m_s2,g_newton_x_m_s2,g_newton_y_m_s2,relative_vector_error
-8580357.14285715,-224277517.24137932,-0.02232142857142859,-0.583448275862069,3.976176112854258e-11,0.00032323540783442016,0.007920520160997329,0.00032329467926842255,0.007918937613339394,0.00019981709503216294
-3432142.8571428657,-224277517.24137932,-0.00892857142857145,-0.583448275862069,3.9788444134894617e-11,0.0001423370311485562,0.007935471432684886,0.00014236070516708552,0.007933879142096253,0.00020068496686817422
1716071.428571418,-224277517.24137932,0.004464285714285686,-0.583448275862069,3.979435804305026e-11,-3.912867395750981e-05,0.00793793128835598,-3.9140911143166044e-05,0.00793633761744263,0.00020081032208477557
6864285.7142857015,-224277517.24137932,0.017857142857142825,-0.583448275862069,3.9779487127416386e-11,-0.00022030111332335035,0.007927883795143446,-0.00022034910381774338,0.007926297129662462,0.00020019159250237253
12012500.0,-224277517.24137932,0.03125,-0.583448275862069,3.9743914200125125e-11,-0.00040032347136773137,0.007905411783813359,-0.0004004065896265316,0.007903840394103632,0.00019883638832792787
17160714.285714284,-224277517.24137932,0.04464285714285714,-0.583448275862069,3.9687819533643425e-11,-0.0005783539023932763,0.007870695340492125,-0.0005784710711906871,0.007869147246522365,0.0001967613112616982
22308928.571428567,-224277517.24137932,0.058035714285714274,-0.583448275862069,3.96114785191196e-11,-0.0007535763404982729,0.007824008536149082,-0.0007537260581541203,0.007822491380347692,0.00019399155021349536
27457142.85714285,-224277517.24137932,0.07142857142857141,-0.583448275862069,3.9515258119880636e-11,-0.0009252106590885804,0.007765714500523235,-0.0009253910368260364,0.007764235432167887,0.00019056027642943524
32605357.142857134,-224277517.24137932,0.08482142857142855,-0.583448275862069,3.939961220891573e-11,-0.0010925219379206575,0.007696258998810206,-0.0010927307458345695,0.007694824573194754,0.00018650786225146858
37753571.42857142,-224277517.24137932,0.09821428571428568,-0.583448275862069,3.926507590495776e-11,-0.0012548286318212342,0.007616162713144876,-0.0012550633516396456,0.007614778808039668,0.00018188095464514794
42901785.7142857,-224277517.24137932,0.11160714285714282,-0.583448275862069,3.9112259042960194e-11,-0.0014115094785636403,0.0075260124647956676,-0.0014117673611927963,0.0075246842159287335,0.00017673143890640293
48050000.0,-224277517.24137932,0.125,-0.583448275862069,3.894183893068622e-11,-0.001562009031332539,0.007426451635799659,-0.0015622871570920502,0.007425183392257864,0.0001711153306976961
53198214.28571427,-224277517.24137932,0.1383928571428571,-0.583448275862069,3.875455255340226e-11,-0.0017058417511283367,0.007318170060001857,-0.0017061370906114057,0.0073169653596350725,0.00016509163521065406
58346428.57142857,-224277517.24137932,0.15178571428571427,-0.583448275862069,3.855118839322284e-11,-0.0018425946437766066,0.007201893653329865,-0.0018429041173943282,0.007200755217482488,0.00015872121099369863
63494642.857142836,-224277517.24137932,0.16517857142857137,-0.583448275862069,3.833257802869838e-11,-0.00197192847255445,0.007078374042496536,-0.001972249007031906,0.007077303788727547,0.00015206567311389126
68642857.14285713,-224277517.24137932,0.17857142857142855,-0.583448275862069,3.8099587674229505e-11,-0.0020935776188551964,0.00694837843156758,-0.0020939061992185063,0.006947377502482148,0.00014518636586693321
